CPR,label,CT,UM,NC,CS,PC,CP,T,PB,AV,SRBP,ATPB,RE,TG,CH,CTS
7,1,0.92,0.09,5,0.47,8499.09,91.57,40320.63,2435,0.92,0.94,4.21,0.64,4,87,0
9,0,0.4,0.35,10,0.93,9788.76,94.4,90984.14,606,0.21,0.84,1.8,0.72,5,95,2
5,0,0.37,0.55,10,0.54,1304.79,95.28,55607.66,518,0.59,0.92,0.08,0.62,3,83,1
3,1,0.38,0.94,6,0.25,2489.46,98.24,64085.61,1159,0.24,0.97,4.26,0.64,2,56,0
2,0,0.38,0.8,10,0.6,1779.87,18.29,55868.93,4983,0.23,0.48,2.28,0.73,4,23,0
5,1,0.8,0.88,6,1.0,4784.13,43.36,11979.49,79,0.53,0.52,1.72,0.53,1,40,0
3,1,0.69,0.14,6,0.66,3675.12,82.87,89847.98,2245,0.92,0.25,0.26,0.66,4,43,0
3,1,0.85,0.95,5,0.95,5860.65,67.7,34073.74,1325,0.94,0.49,3.8,0.78,3,82,1
1,0,0.81,0.11,5,0.13,3564.72,74.45,27858.31,337,0.51,0.32,2.62,0.31,4,77,1
3,0,0.68,0.69,4,0.22,3408.76,79.82,50293.93,237,0.65,0.34,2.03,0.17,5,6,1
6,0,0.55,0.92,7,0.04,9545.4,45.87,16884.97,4854,0.01,0.32,3.69,0.01,2,78,1
1,0,0.97,0.26,5,0.1,6032.92,68.05,77273.01,2159,0.74,0.92,2.75,0.47,2,15,1
3,1,0.99,0.6,10,0.39,1079.62,39.78,68231.77,3483,0.49,0.8,4.27,0.6,4,15,1
8,1,0.98,0.13,9,0.26,5207.74,72.08,92523.63,212,0.07,0.26,2.34,0.94,5,12,1
2,1,0.58,0.25,5,0.66,4635.0,93.04,82690.39,2969,0.89,0.91,0.68,0.73,5,0,1
5,1,0.97,0.5,10,0.47,512.12,73.57,48555.49,2366,0.52,0.11,1.78,0.74,4,17,1
3,0,0.73,0.74,10,0.21,3174.27,31.27,38823.93,3078,0.71,0.63,0.29,0.4,5,81,2
1,0,0.44,0.95,5,0.03,2451.01,72.7,5250.94,586,0.21,0.5,1.37,0.08,4,8,2
8,1,0.55,0.94,8,0.17,1381.64,34.69,39028.48,1455,0.26,0.53,3.54,0.66,1,49,2
2,0,0.99,0.38,4,0.36,6695.27,42.79,99186.91,1703,0.26,0.78,1.6,0.46,1,0,1
3,1,0.09,0.2,8,0.86,1992.29,44.75,46230.67,1102,0.2,0.57,1.32,0.91,4,0,2
6,0,0.87,0.74,6,0.75,3034.33,52.75,10451.12,1569,0.84,0.2,1.61,0.41,5,88,1
7,0,0.63,0.48,9,0.41,5840.59,35.22,33558.75,862,0.05,0.66,3.39,0.28,3,22,1
8,0,0.19,0.34,4,1.0,2707.37,85.45,8827.88,4306,0.77,0.2,1.97,0.94,4,84,1
1,1,0.25,0.29,8,0.85,9247.18,61.4,55008.52,580,0.71,0.53,4.12,0.27,1,86,2
4,0,0.83,0.56,7,0.24,6038.02,47.47,19397.81,3228,0.19,0.22,2.17,0.2,5,57,0
5,0,0.86,0.61,6,0.23,9046.33,2.05,84173.42,681,0.1,0.36,4.51,0.67,4,19,0
0,0,0.02,0.09,10,0.88,2180.74,46.57,23074.12,4361,0.04,0.03,3.91,0.84,4,66,0
3,0,0.15,0.35,6,0.48,6107.85,45.58,94270.68,4186,0.37,0.67,4.46,0.84,2,92,0
5,1,0.26,0.72,8,0.74,4284.34,78.53,84277.19,3259,0.44,0.83,0.01,0.64,2,68,1
0,0,0.1,0.98,4,0.67,1784.04,2.61,80312.61,3541,0.12,0.92,1.83,0.13,2,67,1
3,1,0.04,0.21,10,0.23,2980.6,33.05,31582.06,1565,0.22,0.84,4.68,0.36,4,13,2
9,0,0.71,0.61,4,0.77,8885.55,5.15,91112.94,3838,0.54,0.57,3.65,0.92,1,58,2
0,0,0.52,0.46,5,0.84,7129.42,98.01,45102.76,3412,0.63,0.1,4.93,0.1,2,19,1
9,1,0.69,0.03,8,0.77,5448.45,77.65,99842.34,273,0.39,0.64,4.31,0.32,2,18,1
7,0,0.75,0.89,9,0.95,5853.14,87.16,87893.77,1840,0.39,0.68,0.01,0.28,2,28,0
9,0,0.99,0.74,8,0.58,3456.97,21.9,37767.68,2233,0.13,0.37,0.5,0.43,1,63,1
1,1,0.55,0.11,9,0.7,4434.03,4.42,73690.93,3475,0.59,0.97,1.21,0.67,2,67,1
3,1,0.16,0.58,8,0.95,2081.58,81.32,80842.35,4826,0.09,0.51,0.29,0.27,1,64,2
1,0,0.08,0.32,9,0.83,2132.99,27.36,42002.14,152,0.3,0.26,2.18,0.72,2,43,2
9,0,0.04,0.16,6,0.35,5889.31,98.03,48605.78,765,0.15,0.29,3.26,0.27,2,71,2
2,1,0.68,0.68,10,0.98,7573.68,74.87,88377.21,4867,0.31,0.24,1.57,0.14,4,63,1
8,0,0.63,0.48,9,0.75,7189.45,55.3,76610.44,2475,0.06,0.9,4.09,0.08,4,22,0
5,1,0.01,0.09,6,0.64,2645.43,30.47,27925.12,4484,0.82,0.31,4.36,0.61,5,20,1
3,0,0.85,0.78,10,0.68,6015.48,23.44,36424.56,2167,0.2,0.5,1.06,0.16,2,50,0
4,1,0.09,0.28,7,0.47,9489.17,42.57,45919.5,3249,0.99,0.82,0.33,0.14,5,77,2
4,0,0.1,0.05,6,0.03,5533.83,9.16,55636.87,3339,0.51,0.26,4.61,0.5,5,21,0
5,1,0.52,0.28,6,0.26,3981.82,76.87,95684.04,1150,0.99,0.49,2.81,0.52,1,46,2
4,0,0.02,0.55,7,0.84,4428.44,53.5,52379.95,4057,0.1,0.93,0.25,0.27,5,61,0
7,0,0.18,0.06,7,0.03,69.23,34.47,75117.94,2953,0.63,0.03,3.72,0.36,2,4,0
2,0,0.59,0.9,4,0.03,5529.91,25.43,45713.78,3148,0.8,0.58,1.97,0.54,1,9,2
7,0,0.18,0.18,9,0.22,2448.45,73.61,13499.05,1916,0.09,0.17,2.47,0.89,3,67,2
3,0,0.08,0.05,7,0.35,4396.17,96.87,17137.6,1697,0.6,0.5,0.43,0.67,4,93,2
3,0,0.83,0.22,6,0.93,4719.99,50.24,17621.3,4438,0.08,0.8,0.79,0.56,5,9,2
8,0,0.66,0.73,4,0.74,1524.31,46.11,71457.47,3650,0.08,0.2,4.8,0.33,2,17,0
8,1,0.5,0.94,7,0.2,4265.5,2.76,18022.39,18,0.66,0.3,1.36,0.32,2,59,0
5,0,0.79,0.37,4,0.13,7350.74,33.13,62536.9,833,0.8,0.98,4.81,0.01,5,8,1
5,1,0.35,0.53,5,0.05,410.94,12.11,45035.54,374,0.41,0.45,0.19,0.29,4,48,1
2,1,0.08,0.41,5,0.5,1299.48,37.35,85928.59,3955,0.04,0.82,0.27,0.51,2,28,0
7,0,0.7,0.74,10,0.51,7756.01,16.02,61632.55,172,0.09,0.99,0.51,0.19,5,88,0
9,1,0.69,0.07,7,0.53,6035.18,19.58,23716.42,4396,0.15,0.16,4.35,0.37,2,6,1
1,0,0.34,0.64,10,0.02,5327.16,87.14,90160.48,4783,0.13,0.84,3.93,0.44,4,66,2
5,0,0.98,0.9,8,0.09,2285.84,3.36,99785.33,3690,0.18,0.7,1.81,0.94,5,58,2
4,0,0.63,0.11,6,0.46,3325.36,12.26,72165.53,2157,0.99,0.96,2.25,0.01,5,35,1
3,0,0.75,0.88,10,0.34,9153.83,0.66,24566.09,294,0.94,0.32,0.8,0.15,5,90,0
0,1,0.1,0.08,10,0.49,8479.75,79.19,86262.76,4272,0.35,0.79,2.36,0.99,5,94,0
5,1,0.4,0.49,10,0.06,1817.55,3.64,40138.27,1252,0.25,0.27,1.98,0.85,4,93,0
2,0,0.75,0.18,9,0.44,4951.83,55.1,55859.41,2048,0.81,0.45,2.29,0.25,3,84,1
9,1,0.32,0.65,10,0.18,7476.1,70.19,77103.11,3065,0.15,0.12,4.51,0.65,3,51,0
3,1,0.59,0.95,5,0.62,2265.95,15.47,33914.25,4037,0.31,0.12,4.43,0.55,3,2,0
3,1,0.65,0.12,5,0.9,8196.82,61.21,98994.14,4729,0.64,0.35,3.94,0.37,3,72,2
6,0,0.97,0.05,5,0.8,943.26,49.51,32143.65,992,0.33,0.6,3.93,0.15,2,88,0
6,0,0.15,0.45,9,0.95,6711.1,10.57,27418.24,1894,0.64,0.68,1.22,0.27,2,55,0
2,0,0.18,0.73,4,0.3,7490.17,7.34,54574.64,2374,0.02,0.77,0.26,0.42,1,71,1
7,0,0.29,0.2,5,0.11,5859.78,81.0,49245.42,2698,0.06,0.72,4.03,0.89,4,92,1
8,1,0.16,0.9,4,0.79,7495.13,58.98,96268.52,2263,0.46,0.18,4.33,0.71,2,45,1
2,0,0.21,0.21,9,0.99,8806.72,33.31,38630.97,2130,0.86,0.24,2.34,0.77,2,88,0
9,0,0.56,0.72,5,0.11,6453.29,56.12,46964.67,288,0.19,0.41,4.46,0.64,1,94,1
0,0,0.3,0.97,10,0.1,2221.57,50.63,91994.15,366,0.66,0.7,2.1,0.45,4,57,2
7,0,0.39,0.58,7,0.07,8469.72,25.02,51421.15,2375,0.05,0.34,3.08,0.57,5,20,1
3,1,0.77,1.0,5,0.67,1227.02,68.01,7087.68,3594,0.9,0.79,3.09,0.37,4,15,2
9,1,0.64,0.74,5,0.91,3407.75,83.86,79267.69,4615,0.8,0.26,1.93,0.14,3,63,0
6,0,0.49,0.98,10,0.18,9027.98,61.78,48019.83,4262,0.39,0.42,1.62,0.86,5,80,2
3,1,0.44,0.02,7,0.11,1099.79,82.91,4211.75,3636,0.69,0.07,1.3,0.19,3,90,1
2,1,0.14,0.76,5,0.25,3863.3,97.24,14046.18,4118,0.08,0.44,2.78,0.64,1,82,0
5,0,0.9,0.84,6,0.89,4341.51,35.99,28767.9,1958,0.68,0.72,0.82,0.63,3,17,1
3,1,0.04,0.9,8,0.29,849.12,63.34,59958.44,150,0.96,0.62,0.65,0.11,1,99,0
3,1,0.8,0.81,8,0.64,7286.94,95.35,19442.98,4511,0.37,0.62,0.92,0.28,4,27,2
7,1,0.69,0.79,6,0.94,457.91,29.53,41790.11,4321,0.22,0.41,0.52,0.24,3,65,2
9,1,0.43,0.48,9,0.55,6132.32,27.33,83406.0,2791,0.96,0.51,2.68,0.61,3,41,1
7,0,0.29,0.8,8,0.46,3228.49,43.51,73468.98,114,0.02,0.21,0.83,0.72,5,1,0
1,0,0.84,0.6,10,0.82,9012.88,53.3,34637.15,2294,0.46,0.28,1.69,0.4,5,37,0
8,1,0.58,0.19,10,0.64,5372.27,5.29,50646.57,4030,0.73,0.84,4.83,0.83,2,95,1
2,1,0.92,0.04,5,0.23,9854.67,53.79,23742.66,3598,0.25,0.88,0.66,0.02,3,99,1
3,0,0.08,0.72,9,0.85,3295.83,22.96,3129.35,3373,0.36,0.21,1.56,0.54,5,83,1
2,1,0.76,0.07,8,0.62,8473.38,68.04,80275.8,3963,0.75,0.5,2.38,0.44,5,58,0
9,0,0.78,0.01,9,0.65,8754.5,20.91,1287.3,2853,0.38,0.13,1.16,0.64,1,7,1
9,0,0.84,0.63,8,0.21,3256.67,21.67,68712.32,372,0.45,0.95,0.37,0.9,4,83,2
4,1,0.99,0.03,5,0.19,7921.8,35.45,87701.62,3060,0.28,0.01,0.0,0.18,5,78,1
7,1,0.43,0.45,6,0.05,6897.36,55.57,96474.9,4959,0.55,0.37,4.08,0.2,2,69,0
1,1,0.46,0.43,4,0.43,7614.12,99.54,66483.67,1216,0.64,0.83,1.3,0.05,4,35,2
6,0,0.34,0.76,10,0.97,1343.8,18.99,61521.99,696,0.24,0.52,0.88,0.93,2,72,2
8,1,0.4,0.0,8,0.0,8654.54,95.15,56832.84,2901,0.95,0.21,3.53,0.33,5,35,2
7,0,0.66,0.9,6,0.23,2807.47,44.09,77818.21,1653,0.02,0.41,4.01,1.0,1,65,1
0,1,0.96,0.07,5,0.96,5777.68,81.13,65080.8,3165,0.24,0.44,3.01,0.17,5,91,1
8,1,0.0,0.73,10,0.16,837.94,64.59,77784.62,4599,0.13,0.13,1.11,0.43,5,94,1
5,0,0.12,0.7,9,0.8,2843.95,84.97,80317.19,983,0.62,0.94,3.36,0.23,5,95,1
6,0,0.46,0.58,7,0.08,6089.85,48.66,94753.21,860,0.69,0.91,0.52,0.57,1,64,2
2,0,0.13,0.69,5,0.85,6884.75,29.53,59026.77,1897,0.19,0.95,3.07,0.28,4,14,0
2,0,0.1,0.81,5,0.65,7601.18,99.61,78857.98,1578,0.69,0.69,1.36,0.01,1,89,0
2,0,0.14,0.81,6,0.6,8804.85,13.26,61801.37,1654,0.67,0.71,3.81,0.16,5,60,1
9,0,0.75,0.56,8,0.89,5806.23,19.38,17279.6,613,0.08,0.28,0.26,0.1,2,90,2
7,1,0.49,0.42,5,0.36,4120.61,11.04,27975.34,4868,0.3,0.56,3.53,0.02,1,27,2
4,1,0.77,0.0,8,0.69,1684.23,14.23,39423.94,3268,0.25,0.4,3.08,0.14,4,75,2
0,1,0.61,0.11,10,0.96,8282.23,24.66,92385.61,2891,0.69,0.37,2.11,0.45,4,42,0
0,1,0.53,0.77,6,0.2,9666.83,95.96,80593.0,4778,1.0,0.63,4.52,0.33,5,41,2
8,0,0.64,0.67,9,0.77,2872.88,23.72,53605.28,423,0.26,0.7,3.95,0.57,5,38,1
2,0,0.62,0.09,7,0.08,1349.83,39.37,78755.03,4840,0.9,0.84,3.53,0.54,2,62,0
2,0,0.51,0.26,5,0.52,9104.91,53.39,9309.06,612,0.29,0.66,2.66,0.58,1,23,1
0,0,0.44,0.27,10,0.26,739.41,27.77,96037.93,1034,0.99,0.8,2.58,0.46,2,57,2
2,0,0.39,0.79,10,0.34,2342.24,36.54,42101.56,2622,0.88,0.0,0.6,0.25,3,59,0
6,1,0.29,0.42,9,0.33,8466.59,26.08,18124.83,2712,0.35,0.79,4.54,0.23,4,37,0
7,1,0.47,0.34,7,0.35,11.26,26.51,35748.96,3622,0.01,0.71,0.9,0.83,1,77,0
1,1,0.27,0.36,6,0.2,5233.09,95.91,27824.61,1911,0.82,0.84,2.21,0.87,4,16,2
7,0,0.03,0.93,8,0.95,2288.37,78.61,52900.19,1772,0.55,0.41,4.04,0.64,1,35,0
9,0,0.13,0.99,5,0.07,5024.46,3.24,94142.36,2299,0.53,0.97,4.7,0.45,5,69,1
0,0,0.47,1.0,5,0.49,8242.73,88.66,51957.82,3979,0.26,0.13,4.36,0.23,4,92,1
3,0,0.34,0.73,9,0.35,3726.51,82.5,74946.94,489,0.62,0.84,0.34,0.03,1,38,2
1,1,0.92,0.27,9,0.18,2892.63,97.48,23287.33,4457,0.29,0.62,4.41,0.02,2,20,0
3,1,0.86,0.49,5,0.09,4301.65,32.88,18508.5,312,0.31,0.28,0.29,0.36,4,51,0
2,0,0.32,0.4,8,0.42,8505.84,86.3,69388.89,1092,0.48,0.45,3.17,0.46,4,48,1
7,1,0.19,0.37,8,0.22,416.27,70.4,26559.25,3546,0.35,0.96,1.45,0.87,5,41,0
2,0,0.37,0.48,8,0.04,6514.13,1.86,58603.71,549,0.63,0.28,4.06,0.1,1,33,1
0,1,0.38,0.85,8,0.13,8395.53,80.8,99650.08,320,0.12,0.93,3.64,0.22,5,80,2
3,1,0.29,0.84,5,0.67,8934.36,93.24,25761.69,4386,0.81,0.71,3.33,0.47,2,31,1
4,0,0.18,0.05,7,0.91,8442.14,85.07,59535.11,2964,0.47,0.98,4.52,0.77,1,37,2
2,1,0.33,0.01,4,0.07,542.2,45.4,83209.62,2982,0.9,0.46,4.95,0.87,2,28,1
7,1,0.72,0.55,5,0.78,5509.9,29.09,21865.14,947,0.51,0.76,0.52,0.6,5,69,1
7,1,0.78,0.51,10,0.62,6179.25,20.05,20230.37,4979,0.55,0.23,4.21,0.36,1,38,2
4,0,0.79,0.89,7,0.24,4318.5,71.88,55518.51,193,0.49,0.93,4.36,0.45,2,77,2
4,1,0.64,0.95,7,0.79,6690.99,6.05,20198.47,4768,0.89,0.83,3.47,0.13,1,52,0
6,1,0.85,0.75,5,0.65,2642.43,16.1,1499.06,3821,0.38,0.28,0.87,0.0,3,23,0
6,1,0.76,0.48,7,0.07,9409.36,90.76,44349.76,902,0.81,0.7,4.23,0.28,3,82,1
9,1,0.07,0.83,9,0.4,3420.71,16.04,36029.37,4077,0.84,0.56,2.75,0.01,3,35,2
9,1,0.6,0.19,10,0.53,6004.54,3.7,84629.17,4469,0.43,0.69,0.2,0.8,1,58,0
7,0,0.62,0.37,8,0.51,4578.01,73.72,26859.97,1155,0.81,0.34,3.22,0.27,1,57,2
1,0,0.82,0.06,4,0.62,7942.87,87.73,57589.59,4724,0.4,0.52,2.55,0.42,5,70,0
0,0,0.49,0.88,9,0.49,4715.66,53.72,61340.81,4559,0.58,0.77,4.83,0.87,1,63,2
7,1,0.33,0.01,7,0.05,5711.53,53.39,57950.06,3816,0.23,0.54,0.09,0.0,5,19,2
4,1,0.2,0.87,4,0.02,6420.66,23.28,72793.12,2206,0.43,0.26,2.92,0.11,3,94,1
0,0,0.67,0.73,6,0.13,735.92,56.33,18543.64,3547,0.92,0.85,0.76,0.33,4,60,0
7,1,0.98,0.42,10,0.44,4442.9,31.55,47135.58,4163,0.79,0.29,3.83,0.22,2,33,2
1,0,0.61,0.92,4,0.85,4737.65,32.98,68051.14,2939,0.68,0.65,0.48,0.01,2,48,1
0,0,0.64,0.01,7,0.79,2447.76,74.68,95975.7,2136,0.39,0.89,2.18,0.2,4,58,2
2,1,0.94,0.02,6,0.27,3917.0,11.33,67824.25,609,0.03,0.84,3.92,0.3,4,78,1
6,1,0.15,0.02,10,0.96,1694.51,38.0,38040.11,4042,0.78,0.14,2.65,0.97,3,27,2
7,1,0.06,0.66,6,0.9,8412.63,70.76,44842.56,4945,0.29,0.73,0.27,0.27,4,50,0
5,1,0.33,0.89,6,0.1,4913.74,24.61,96647.31,151,0.51,0.17,1.64,0.45,4,16,2
2,0,0.85,0.52,9,0.01,8024.63,45.26,17584.6,1462,0.69,0.28,1.99,0.56,2,3,2
5,1,0.07,0.55,6,0.36,8670.08,9.04,79192.56,2399,0.09,0.39,1.12,0.7,4,4,0
2,1,0.61,0.18,5,0.99,4474.6,39.83,85860.64,2306,0.32,0.53,2.55,0.45,4,42,0
4,0,0.01,0.35,7,0.29,451.87,11.9,55877.82,3900,0.79,0.28,4.85,0.34,1,47,0
1,0,0.46,0.38,9,0.93,2833.53,90.75,46031.39,1215,0.41,0.93,3.97,0.66,1,99,1
5,1,0.1,0.76,8,0.57,279.77,35.11,34123.92,2580,0.22,0.7,0.6,0.85,4,32,1
2,0,0.89,0.19,9,0.21,4981.15,45.52,36920.48,3996,0.06,0.39,2.05,0.94,2,50,1
4,1,0.2,0.23,4,0.75,9009.06,63.93,72854.73,207,0.43,0.73,3.65,0.64,2,99,0
2,0,0.19,0.86,9,0.31,733.37,37.75,17417.12,81,0.06,0.48,1.58,0.98,1,49,0
2,0,0.39,0.21,6,0.83,4010.09,27.34,54952.11,872,0.68,0.88,4.94,0.36,3,23,0
3,0,0.08,0.84,5,0.46,1368.25,62.28,49628.06,4317,0.78,0.63,2.46,0.95,4,28,2
9,0,0.81,0.9,7,0.61,2773.85,87.93,27916.08,2063,0.4,0.96,4.59,0.61,1,87,0
8,0,0.85,0.61,7,0.37,3970.85,1.37,94677.89,4912,0.84,0.93,2.66,0.24,5,83,1
4,0,0.69,0.51,6,0.44,9788.18,90.97,21889.57,3014,0.55,0.92,2.65,0.75,2,77,0
1,1,0.67,0.74,8,0.21,4999.32,3.56,24206.77,2093,0.59,0.37,2.26,0.56,3,6,2
7,1,0.04,0.06,10,0.12,6420.23,8.24,84729.38,3950,0.27,0.75,0.76,0.95,2,4,0
1,0,0.6,0.72,8,0.08,2461.38,81.35,48224.77,2731,0.6,0.33,0.44,0.79,3,86,2
5,1,0.02,0.43,4,0.19,3389.4,41.86,52618.89,4588,0.92,0.86,3.77,0.19,2,66,1
6,1,0.82,0.7,5,0.13,4850.82,66.13,71597.74,983,0.77,0.58,3.51,0.27,5,19,0
8,1,0.91,0.44,7,0.31,6214.47,20.7,66168.79,3026,0.76,0.77,4.53,0.9,1,84,0
1,1,0.44,0.77,8,0.01,4260.12,1.2,44302.64,1342,0.53,0.73,3.81,0.01,1,35,2
3,1,0.58,0.92,10,0.57,4825.82,13.46,95473.32,3940,0.77,0.36,1.42,0.81,3,50,2
0,0,0.84,0.78,10,0.84,4279.47,14.13,26189.03,355,0.48,0.85,0.97,0.41,3,66,2
2,1,0.12,0.12,8,0.98,2711.95,66.77,59859.57,1294,0.06,0.34,2.87,0.98,5,3,1
9,1,0.19,0.93,10,0.03,4900.44,51.25,2223.33,2830,0.11,0.99,1.28,0.04,1,9,0
4,1,0.24,0.72,10,0.31,3011.35,41.76,61507.55,3112,0.7,0.06,2.36,0.92,5,19,1
1,0,0.76,0.1,8,0.2,3654.89,64.9,52953.47,530,0.49,0.47,0.43,0.61,5,1,1
3,0,0.72,1.0,5,0.39,2229.79,5.13,12196.63,4358,0.22,0.21,1.26,0.0,3,4,1
6,0,0.94,0.82,4,0.67,3653.17,98.69,10690.09,2455,0.05,0.09,0.46,0.63,2,51,0
9,0,0.71,0.96,6,0.81,3390.34,49.81,89462.56,603,0.14,0.54,1.97,0.51,5,88,2
1,0,0.76,0.06,5,0.88,2320.89,48.78,71215.15,2695,0.28,0.13,3.22,0.88,1,2,1
7,1,0.21,0.9,8,0.14,2094.33,32.86,673.48,3202,0.1,0.24,4.54,0.19,2,38,0
6,0,0.89,0.17,4,0.26,7964.28,57.11,67360.04,3801,0.19,0.18,4.62,0.5,3,10,2
4,0,0.19,0.42,8,0.76,4642.46,17.4,22491.78,4049,0.64,0.05,3.61,0.9,3,95,1
8,1,0.66,0.57,7,0.41,6515.92,40.17,77426.19,227,0.76,1.0,0.02,0.44,5,53,2
9,0,0.14,0.92,5,0.84,8991.89,74.5,78960.53,71,0.32,0.24,2.74,0.14,5,13,2
0,0,0.78,0.59,9,0.55,1401.99,15.93,37878.6,4275,0.53,0.58,0.56,0.71,4,95,0
8,1,0.94,0.13,5,0.04,2466.67,63.64,14088.8,3427,0.57,0.67,0.17,0.63,5,54,0
1,1,0.53,0.99,6,0.57,6107.51,54.66,3540.61,387,0.54,0.9,1.78,0.01,5,38,0
6,0,0.95,0.49,6,0.34,1770.16,69.81,19846.66,3891,0.53,0.17,1.19,0.9,4,45,2
2,0,0.12,0.75,5,0.75,2912.6,48.47,41621.61,4965,0.42,0.59,2.69,0.15,1,0,2
2,0,0.45,0.36,6,0.01,3386.76,50.63,3930.26,62,0.57,0.95,1.55,0.89,5,87,0
7,0,0.03,0.45,5,0.81,6044.78,39.67,34636.89,1753,0.01,0.23,1.53,0.78,3,68,1
2,1,0.5,0.15,5,0.98,6041.23,54.45,85478.91,427,0.71,0.57,2.93,0.1,1,69,2
4,0,0.09,0.1,9,0.85,3373.01,19.57,9979.19,1857,0.22,0.38,2.68,0.91,5,42,2
7,0,0.21,0.03,7,0.91,7196.25,96.74,46455.74,3227,0.31,0.17,2.89,0.81,2,67,1
9,1,0.64,0.72,4,0.19,6598.27,40.28,98726.62,2526,0.79,0.39,1.93,0.21,1,37,1
1,1,0.37,0.38,5,0.61,9539.95,8.31,89828.99,2091,0.6,0.57,0.62,0.1,1,98,2
0,0,0.36,0.6,8,0.92,4293.35,0.37,91992.45,4636,0.15,0.11,4.7,0.59,3,56,1
8,0,0.82,0.5,4,0.25,6696.01,83.25,69595.07,4307,0.19,0.5,3.58,0.05,2,16,1
5,1,0.82,0.04,7,0.57,8244.41,29.56,33929.79,2726,0.68,0.41,1.04,0.85,3,11,2
8,0,0.93,0.51,10,0.55,1212.27,93.03,84320.89,4355,0.69,0.51,4.74,0.01,5,82,2
9,1,0.81,0.99,5,0.31,2763.57,34.98,92934.41,3275,0.39,0.81,3.91,0.18,4,27,2
0,1,0.34,0.29,6,0.2,4224.03,44.21,66905.98,1796,0.52,0.13,1.58,0.87,3,36,0
4,0,0.0,0.07,6,0.29,3151.56,73.42,2791.97,1825,0.39,0.7,4.38,0.89,1,41,1
6,1,0.72,0.07,10,0.68,7691.04,68.45,19606.99,600,0.6,0.96,2.62,0.42,1,25,1
6,1,0.05,0.2,8,0.88,2205.32,2.12,83260.65,1818,0.73,0.46,4.96,0.67,3,46,1
1,0,0.24,0.62,9,0.22,3617.72,41.27,3241.58,2722,0.93,0.94,1.14,0.69,1,6,2
0,0,0.5,0.76,4,0.94,6980.71,91.07,79654.2,4920,0.84,0.67,1.24,0.05,1,76,1
3,1,0.71,0.96,7,0.69,6881.59,69.34,28627.62,319,0.3,0.53,0.75,0.7,2,1,1
9,0,0.6,0.27,4,0.24,9054.13,49.55,30662.96,1714,0.5,0.08,2.97,0.49,2,29,2
9,1,0.63,0.91,6,0.83,1449.4,68.52,75932.31,515,0.96,0.83,3.13,0.63,1,9,2
8,1,0.74,0.11,6,0.35,2770.72,55.71,17681.52,864,0.36,0.66,0.91,0.21,1,7,1
7,0,0.46,0.97,4,0.76,3507.92,21.51,50435.07,2232,0.21,0.41,0.87,0.44,1,68,1
8,0,0.19,0.09,4,0.47,1009.88,64.85,16777.97,430,0.32,0.51,3.64,0.43,3,58,2
5,0,0.64,0.78,5,0.15,9576.97,1.3,82157.61,502,0.83,0.03,1.27,0.59,2,94,1
5,0,0.02,0.44,7,0.67,8762.06,77.73,2401.95,1182,0.65,0.73,3.28,0.77,5,98,1
3,1,0.29,0.18,7,0.31,4294.16,14.04,89744.3,2331,0.8,0.25,3.66,0.18,1,62,2
4,1,0.02,0.2,6,0.07,245.77,17.9,99093.67,3836,0.69,0.57,2.77,0.54,2,51,1
0,0,0.12,0.12,7,0.59,7688.64,44.79,94882.17,2475,0.64,0.71,1.79,0.72,5,92,1
0,0,0.5,0.16,9,0.43,9597.66,73.79,46477.65,3496,0.69,0.27,4.01,0.81,2,99,0
4,1,0.18,0.29,6,0.85,4913.71,48.0,13435.91,2252,0.95,0.53,3.86,0.1,3,93,2
5,0,0.94,0.6,9,0.89,3977.79,10.21,33591.02,2054,0.56,0.9,2.56,0.21,4,98,0
1,0,0.19,0.91,6,0.25,6174.87,48.05,33209.09,3676,0.56,0.98,3.96,0.27,2,27,0
5,0,0.1,0.69,7,0.55,2355.27,60.91,50644.99,3743,0.95,0.53,4.82,0.6,4,18,2
9,1,0.88,0.02,7,0.29,5010.8,84.6,54605.76,1829,0.79,0.44,2.55,0.98,2,43,2
5,1,0.01,0.1,4,0.84,4025.3,63.88,20307.81,4773,0.22,0.8,3.89,0.84,1,20,2
3,0,0.19,0.21,5,0.58,6873.94,20.16,67977.61,194,0.1,0.61,2.23,0.96,2,40,2
4,0,0.33,0.49,7,0.31,2827.13,96.64,59819.53,2279,0.27,0.48,2.55,0.15,2,76,1
3,1,0.83,0.45,8,0.45,9879.66,93.59,35760.52,2484,0.72,0.42,4.14,0.85,4,80,1
6,1,0.0,0.33,10,0.05,286.18,74.7,26393.34,2870,0.07,0.56,0.22,0.81,1,92,1
9,1,0.01,0.15,9,0.25,5894.17,41.95,93863.86,3334,0.83,0.06,1.34,0.6,5,97,0
0,1,0.48,0.92,5,0.86,6329.01,34.54,66692.34,3153,0.93,0.65,1.9,0.75,1,40,2
7,1,0.6,0.26,9,0.59,268.44,45.52,73477.76,4255,0.97,0.92,4.87,0.9,1,0,0
7,1,0.72,0.29,5,0.59,8025.3,19.95,53571.23,334,0.19,0.5,1.56,0.62,4,40,1
0,1,0.51,0.14,5,0.85,2303.46,18.03,33943.17,1738,0.91,0.61,4.55,0.91,5,48,2
8,0,0.9,0.69,5,0.95,2055.08,35.1,67820.66,3453,0.63,0.55,2.67,0.48,5,89,2
9,1,0.29,0.69,9,0.23,9163.79,88.73,55441.69,4035,0.45,0.52,3.2,0.88,3,99,2
